
Code  18
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           67.0              3
     1        2           70.7              6
     1        3           34.3              2
     1        4          133.8              5
     1        5           75.1              1
     1        6          104.9              6
     1        7           81.9              3
     1        9          112.5              4
     1       10          141.0              6
     1       11           28.9              3
     1       12           62.8              2
     1       13          113.8              3
     1       14           26.5              4
     1       16           13.4              5
     1       17          115.5              4
     1       19          108.3              1
     1       20           50.1              1
     1       21            3.8              5
     1       22           63.2              5
     1       23           27.3              4
     1       24           17.5              3
     1       25           81.1              5
     1       26           47.7              5
     1       27            0.4              4
     1       28           78.2              5
     1       29          113.3              5
     1       30            4.1              6
     1       31           20.3              1
     1       34           91.0              3
     1       35           95.1              6
     1       36          135.6              5
     1       38          111.3              6
     1       39          140.5              2
     1       40           65.6              6
     1       41          106.8              6
     1       43           39.9              4
     1       45          116.8              4
     1       46          126.5              2
     1       48           45.8              3
     1       49           69.4              3
     1       50           28.5              5
     1       51           49.6              4
     1       52          108.5              4
     1       54           93.1              4
     1       55           29.1              1
     1       58           31.3              3
     1       59           14.6              2
     1       61           73.5              3
     1       62           64.4              2
     1       63           11.0              4
     1       68           17.6              6
     1       69          132.6              2
     1       70           37.3              5
     1       71           98.7              6
     1       72          109.6              6
     1       73           31.7              3
     1       74           28.0              6
     1       76          125.9              1
     1       79           14.8              6
     1       80           75.1              3
     1       81           41.3              2
     1       82          106.3              6
     1       83          114.0              6
     1       84          126.7              5
     1       86           16.5              1
     1       87            5.7              4
     1       88          119.4              2
     1       90          101.5              3
     1       91           43.6              6
     1       92           22.4              5
     1       93           41.9              2
     1       94           48.0              4
     1       95            0.5              3
     1       98           28.7              2
     1       99            3.6              5
     1      100          110.3              4
     2        2          119.1              3
     2        3            6.5              1
     2        4           72.2              3
     2        5           22.9              1
     2        7          140.0              5
     2        8           30.8              4
     2       10           55.4              2
     2       12           56.2              6
     2       13           53.8              1
     2       14           22.1              2
     2       15           39.6              6
     2       16           16.3              5
     2       17           66.5              4
     2       18          102.5              3
     2       19           85.8              3
     2       20           14.8              3
     2       22          138.2              5
     2       23           84.2              2
     2       24           15.4              2
     2       27          121.0              5
     2       28           94.8              2
     2       29           19.8              3
     2       31           27.5              5
     2       36           87.4              1
     2       37           76.2              6
     2       39          138.5              6
     2       40           39.1              3
     2       41           14.5              1
     2       42           37.8              5
     2       43           76.0              3
     2       45           15.2              4
     2       46          133.0              2
     2       48           96.3              3
     2       50           96.8              3
     2       51           71.2              6
     2       53           68.9              6
     2       55           80.1              4
     2       56          116.3              2
     2       60           10.6              1
     2       61          100.7              5
     2       62           53.0              3
     2       63           23.0              2
     2       64           55.4              1
     2       65           30.3              6
     2       67          124.1              2
     2       69           31.4              3
     2       71           24.3              2
     2       72           58.2              2
     2       73          139.4              1
     2       74            5.0              5
     2       75           36.9              4
     2       76           41.4              3
     2       77           12.4              4
     2       78          113.2              3
     2       79            1.6              3
     2       80           10.4              3
     2       81           63.3              4
     2       82          119.7              5
     2       83          132.1              6
     2       84           13.0              2
     2       85           69.5              1
     2       86           44.4              2
     2       87           29.1              3
     2       88           28.0              1
     2       89          100.6              1
     2       92          103.9              2
     2       94           10.3              4
     2       95           43.4              4
     2       96           33.0              4
     2       97           37.9              4
     2       98           70.0              4
     2       99          103.7              4
     3        2          121.6              3
     3        6          105.1              4
     3        8          112.6              2
     3        9           86.6              5
     3       10           71.1              4
     3       11           99.7              4
     3       13           74.7              4
     3       14           26.3              5
     3       15          138.4              5
     3       16           37.9              6
     3       19           57.4              4
     3       22          115.7              1
     3       27           73.8              2
     3       28            7.9              2
     3       29           94.8              2
     3       33           85.2              1
     3       34           14.4              5
     3       36           71.6              2
     3       37            3.3              4
     3       38           99.8              3
     3       39           11.3              5
     3       40           68.8              4
     3       42          135.3              2
     3       44          109.3              4
     3       46          131.2              4
     3       47           97.4              6
     3       48           24.3              6
     3       49          115.9              4
