
Code  14
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           26.8              5
     1        3           15.4              2
     1        4           83.1              5
     1        7            4.2              2
     1        8           74.4              4
     1       10          137.2              2
     1       11           34.4              3
     1       12           24.7              2
     1       14           93.8              1
     1       15           28.8              1
     1       16           75.7              5
     1       17           20.8              5
     1       18           61.1              5
     1       19           46.9              5
     1       20           91.1              5
     1       21           95.7              4
     1       22           62.1              2
     1       23           51.3              4
     1       26           56.8              5
     1       27          120.0              5
     1       29          140.2              3
     1       30           63.0              6
     1       31            7.9              3
     1       32            9.7              4
     1       33          106.4              4
     1       36           54.8              6
     1       41           73.9              3
     1       42           61.3              5
     1       43            3.4              5
     1       48           22.8              4
     1       49           51.1              1
     1       51           67.3              5
     1       55            4.0              2
     1       58           45.6              1
     1       59           91.9              5
     1       60          132.7              5
     1       61           14.4              6
     1       62           33.9              2
     1       63          131.3              5
     1       64           74.2              3
     1       65          140.2              2
     1       66          122.3              5
     1       67           17.1              5
     1       68           24.5              3
     1       70           23.4              2
     1       72           24.2              3
     1       76           79.0              3
     1       77           76.7              2
     1       78          105.4              4
     1       81           62.9              2
     1       82          140.3              4
     1       83           82.2              6
     1       84          119.4              1
     1       85           86.0              5
     1       87          126.6              4
     1       88            5.3              3
     1       89           38.0              6
     1       91           82.8              3
     1       92           52.7              3
     1       93           78.5              5
     1       94           59.8              4
     1       95          105.6              2
     1       96          137.2              3
     1       97           23.7              5
     1       98           95.2              3
     1       99          131.5              3
     1      100           20.7              4
     2        1           90.0              3
     2        4          133.6              2
     2        5           91.7              5
     2        7           94.8              4
     2        9           80.1              2
     2       12          118.8              5
     2       13           87.6              2
     2       15           60.3              2
     2       16           60.3              3
     2       17           13.9              6
     2       18           67.7              4
     2       19          103.3              2
     2       20          125.6              3
     2       23           27.0              4
     2       24            8.9              1
     2       25          113.2              2
     2       27           81.0              2
     2       28          112.5              1
     2       30           93.7              6
     2       32           75.2              2
     2       33          121.5              1
     2       34           54.2              3
     2       35           31.5              4
     2       38           70.2              6
     2       40          140.8              5
     2       41           69.2              2
     2       42           59.1              5
     2       43           30.3              3
     2       44           59.5              1
     2       48           64.9              4
     2       52          117.5              2
     2       53          142.1              6
     2       54          103.8              3
     2       58           66.4              3
     2       60           58.9              6
     2       61            8.1              4
     2       62           90.7              3
     2       63           77.6              6
     2       64           83.3              2
     2       65           13.7              3
     2       66          114.0              4
     2       67          135.3              5
     2       68            4.3              2
     2       70          125.5              5
     2       71          103.8              6
     2       72           31.6              3
     2       73          136.6              6
     2       75           33.6              2
     2       76           53.6              2
     2       79           59.3              4
     2       81          111.2              3
     2       83           55.4              1
     2       84            3.7              5
     2       85           46.5              1
     2       86           96.7              5
     2       87          100.7              2
     2       88          120.5              2
     2       89           33.3              3
     2       91          134.1              5
     2       92           97.7              3
