
Code  9
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        4          129.6              1
     1        6           88.2              5
     1        7          115.9              2
     1       10          107.8              4
     1       11          101.3              1
     1       12           95.0              4
     1       13           65.5              6
     1       14           69.9              4
     1       15           93.9              4
     1       16            7.3              3
     1       17           15.3              2
     1       18           27.0              2
     1       19          127.7              4
     1       21           50.4              3
     1       22          126.8              5
     1       23          119.1              2
     1       24           36.0              3
     1       25           39.9              6
     1       26           11.5              6
     1       27           81.5              3
     1       28           36.8              1
     1       29          111.9              5
     1       30          107.1              1
     1       31           41.0              1
     1       32          130.3              3
     1       33           62.0              2
     1       35          126.3              1
     1       36           64.7              5
     1       38           17.4              2
     1       42          132.6              3
     1       43          127.1              6
     1       44            5.0              2
     1       45           17.2              4
     1       50           37.6              4
     1       51           44.8              5
     1       52           86.7              2
     1       53           55.6              6
     1       54           92.1              5
     1       56           75.9              1
     1       57          131.0              4
     1       58           22.6              6
     1       59           49.5              5
     1       61           72.4              4
     1       62           92.9              2
     1       63          127.5              1
     1       64            0.5              4
     1       66          115.0              4
     1       68          124.2              5
     1       69           68.9              6
     1       70          120.0              3
     1       71          114.1              4
     1       72           83.3              4
     1       73           81.0              6
     1       74           80.1              5
     1       75            5.2              4
     1       77           28.6              1
     1       78           91.8              4
     1       80          104.5              3
     1       81           87.3              3
     1       82          121.2              5
     1       83          100.0              2
     1       84           78.5              6
     1       85          129.7              1
     1       86           34.2              3
     1       87           17.0              3
     1       88           47.5              4
     1       89          118.7              3
     1       91           56.4              6
     1       92          106.6              3
     1       93           29.8              3
     1       94           30.8              3
     1       95           31.2              3
     1       96            6.7              5
     1       97           91.7              6
     1       98           14.6              3
     1       99           29.0              4
     2        2          131.9              2
     2        4          137.9              4
     2        6           51.0              3
     2        7           71.3              2
     2        9           49.8              2
     2       10            8.4              5
     2       12           61.2              3
     2       14           65.8              4
     2       16            3.6              2
     2       18          116.5              2
     2       19           67.6              3
     2       23            5.0              4
     2       25          124.6              5
     2       27           77.2              4
     2       28           85.4              1
     2       29           72.6              2
     2       30           63.0              3
     2       31           57.3              6
     2       32          102.0              4
     2       33           12.2              3
     2       35          121.8              5
     2       37           45.8              5
     2       38           24.6              5
     2       39          135.8              2
     2       40           10.2              4
     2       41           13.1              4
     2       42            0.2              2
     2       45           41.7              4
     2       47           91.5              2
     2       48           42.2              3
     2       49          106.7              5
     2       50           34.6              3
     2       52           11.6              2
     2       54          100.5              3
     2       55           36.8              3
     2       58           85.3              1
     2       59           76.1              6
     2       60          135.8              3
     2       61           66.7              5
     2       62           54.0              5
     2       63            8.6              1
     2       64          102.8              2
     2       65           91.2              2
     2       66          105.0              2
     2       68           65.3              5
     2       69           58.5              4
     2       70          119.8              2
     2       71           56.9              4
     2       73          112.9              2
     2       75            0.2              2
     2       76           34.4              1
     2       78           25.7              6
     2       79           86.4              5
     2       80          120.2              2
     2       81            7.6              5
     2       85           40.5              5
     2       86           85.8              2
     2       87          120.4              4
     2       89           15.1              3
     2       90           90.9              4
     2       91            7.0              5
     2       93           49.9              6
     2       94           88.4              3
     2       95           84.2              1
     2       96          117.2              3
     2       97           82.6              5
     2       98           13.9              2
     2       99           49.6              3
     2      100          127.2              3
     3        1           29.7              3
     3        3           40.5              2
     3        4           74.5              2
     3        5           36.5              2
     3        6          106.0              5
     3        7           70.6              4
     3        8          123.9              6
     3        9           33.2              3
     3       12          114.7              2
     3       13           37.1              6
     3       15           12.3              5
     3       16           89.0              2
     3       17          103.5              5
     3       19           58.4              5
     3       20          101.5              3
     3       21          132.3              5
     3       23           21.0              4
     3       24           90.1              4
     3       26          112.2              2
     3       27           12.5              3
     3       28           38.2              2
     3       29          140.2              5
     3       30           83.8              5
     3       33            7.5              2
     3       34           63.3              5
     3       35           51.2              1
     3       36           42.9              2
     3       37          111.2              5
     3       38           60.1              6
     3       41          135.2              2
     3       42           35.4              2
     3       43           68.4              3
     3       44           55.2              4
     3       45          102.6              4
     3       46            0.9              3
     3       47          121.9              2
     3       48          139.5              5
     3       49           34.2              5
     3       50           49.6              2
     3       51          128.3              4
     3       53           83.9              3
     3       55           32.3              1
     3       56           27.5              6
     3       58          125.5              3
     3       59           64.0              1
     3       60           77.9              5
     3       61           98.0              2
     3       63           27.8              3
     3       64           29.9              5
     3       65           82.2              6
     3       66           63.4              2
     3       67           27.2              5
     3       68          112.3              1
     3       70          111.8              2
     3       71           11.6              5
     3       72           81.0              2
     3       73           66.4              1
     3       77           34.4              2
     3       78          142.4              2
     3       79          132.1              5
     3       80           70.6              1
     3       81          135.2              5
     3       82            0.7              4
     3       83           19.3              6
     3       84           89.2              2
     3       85           19.0              2
     3       86           62.4              2
     3       89           75.9              2
     3       90          135.5              2
     3       94          119.1              3
     3       96           20.2              3
     3       97           85.4              2
     3       99           94.6              3
     3      100           50.3              4
     4        1          127.2              4
     4        3           39.0              3
     4        4           88.5              5
     4        5          106.2              4
     4        6            3.9              5
     4        8           94.4              2
     4        9           33.8              2
     4       10           10.9              2
     4       13           93.6              3
     4       14          117.6              6
     4       15           18.5              5
     4       16           74.6              4
     4       17           26.9              4
     4       18          131.2              2
     4       19          124.9              3
     4       20           68.3              5
     4       21           44.7              1
     4       22            9.9              5
     4       23           25.2              4
     4       25          119.8              3
     4       26           33.7              2
     4       27           57.8              1
     4       28           60.8              3
     4       29          125.1              5
     4       30           13.4              1
     4       31          101.7              5
     4       32          132.3              2
     4       37           92.2              3
     4       38           68.4              4
     4       39           77.1              2
     4       40           56.7              5
     4       41           96.6              3
     4       42           16.8              3
     4       43           91.5              6
     4       44           84.8              6
