
Code  11
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1          139.6              4
     1        3           68.2              6
     1        4           57.6              1
     1        5           35.5              4
     1        6          125.0              5
     1        8           44.2              3
     1        9          103.3              6
     1       11           88.1              5
     1       12          117.7              2
     1       13           89.7              1
     1       14          120.4              2
     1       16           24.0              1
     1       17           43.7              2
     1       18           59.0              6
     1       19            7.4              4
     1       20          101.6              4
     1       21           77.4              4
     1       22           70.2              6
     1       23          103.7              5
     1       25          107.5              1
     1       27           97.6              5
     1       28           72.2              4
     1       29           87.7              3
     1       30           88.5              6
     1       31           21.7              6
     1       34           56.2              2
     1       35           44.3              6
     1       36           38.7              4
     1       38          123.5              2
     1       39          116.3              3
     1       40          127.9              4
     1       41          130.1              2
     1       43          111.6              1
     1       45          114.2              3
     1       46          115.0              6
     1       47           66.3              5
     1       49           68.6              4
     1       50           45.5              1
     1       51            1.5              3
     1       52           67.8              3
     1       53           95.3              3
     1       54          121.0              2
     1       56           78.2              1
     1       58           63.6              3
     1       60           47.5              1
     1       61           54.8              5
     1       63           22.2              3
     1       64          135.6              2
     1       65          106.5              4
     1       66           76.7              4
     1       67           61.8              2
     1       68           50.1              3
     1       69          121.4              5
     1       70           85.3              3
     1       72          118.4              6
     1       73          122.3              3
     1       74           28.7              3
     1       75           73.2              2
     1       77           47.8              5
     1       79           26.0              4
     1       80          109.2              5
     1       81          138.2              3
     1       82           94.7              2
     1       83           10.7              3
     1       84           98.6              3
     1       87           37.6              1
     1       88            7.6              2
     1       89            1.9              1
     1       91            8.6              2
     1       92           97.9              5
     1       95           23.6              1
     1       96           56.4              2
     1       97           32.4              4
     1       98           32.5              5
     1       99            4.7              4
     1      100           82.3              5
     2        1           35.8              3
     2        2           80.0              2
     2        4           50.2              4
     2        5          124.0              4
     2        6            8.1              4
     2        8           43.0              3
     2        9           10.1              3
     2       10          101.8              6
     2       12           54.1              3
     2       13           28.4              2
     2       14           25.0              4
     2       15           59.3              2
     2       17           56.0              4
     2       19           93.1              5
     2       20            8.2              5
     2       22           90.8              4
     2       24           56.1              2
     2       25          120.8              6
     2       26           75.2              5
     2       27          103.2              2
     2       28           20.9              4
     2       29           29.8              5
     2       30           57.0              2
     2       31           66.3              2
     2       32            0.3              2
     2       33           52.7              5
     2       35          124.9              1
     2       37           50.5              3
     2       38           18.5              4
     2       39          123.2              6
     2       40          113.1              4
     2       41           79.7              3
     2       43           77.2              5
     2       44            0.6              3
     2       46          138.2              3
     2       47           95.9              5
     2       49           65.2              5
     2       50           96.8              2
     2       51           42.4              3
     2       53           99.8              1
     2       55           18.8              6
     2       57           72.0              2
     2       59           83.0              4
     2       60          104.8              3
     2       62          115.7              1
     2       63           20.3              2
     2       64           86.2              3
     2       65          116.0              3
     2       66           99.6              3
     2       68           94.9              2
     2       69           23.5              5
     2       70          108.4              5
     2       71          122.6              2
     2       73           52.7              5
     2       74          117.5              1
     2       75          125.8              3
     2       76           88.7              2
     2       77           18.5              5
     2       78           31.9              4
     2       80          126.8              3
     2       81           32.3              4
     2       82          126.6              6
     2       83          110.1              5
     2       84           86.4              2
     2       86           89.7              5
     2       87          109.8              2
     2       88          141.0              6
     2       89          120.5              2
     2       90          109.2              6
     2       91          140.2              3
     2       92           20.2              3
     2       93           80.6              1
     2       94          136.0              4
     2       95          141.5              3
     2       96           94.6              2
     2       97           56.8              6
     3        1           35.3              2
     3        3           37.3              1
     3        4           37.1              5
     3        5           17.2              1
     3        6           47.6              3
     3        7          140.8              3
     3        8            6.5              3
     3        9          129.5              1
     3       10           52.5              5
     3       11          130.1              4
     3       12          118.5              3
     3       13           60.5              6
     3       14           49.1              3
     3       15          136.0              2
     3       17           93.6              5
     3       18            3.4              5
     3       20           52.3              2
     3       22           53.8              2
     3       23           67.3              5
     3       24           30.0              5
     3       27            0.9              2
     3       28           54.1              4
     3       29           37.9              3
     3       30           44.8              5
     3       32           27.8              2
     3       33          141.7              3
     3       34           47.9              2
     3       35           60.2              3
     3       36           54.8              2
     3       39           14.8              5
     3       40           19.6              1
     3       41            7.1              3
     3       42           11.7              4
     3       43           13.3              2
     3       44           15.6              2
     3       46           38.1              2
     3       48           37.5              5
     3       49           45.2              5
     3       50           82.0              1
     3       52           76.9              6
     3       53           51.1              4
     3       54           46.8              3
     3       55          104.2              4
     3       56           15.6              4
     3       58           12.3              5
     3       59           87.0              3
     3       61           30.9              6
     3       62           13.1              2
     3       63           33.4              6
     3       64          138.4              4
     3       65          112.4              3
     3       67          114.5              3
     3       69           59.2              3
     3       70          140.1              5
     3       71           59.8              6
     3       72           84.8              2
     3       74          126.3              5
     3       77           74.8              3
     3       78            7.3              2
     3       79           20.7              3
     3       80            0.6              4
     3       81           35.0              5
     3       82          111.6              3
     3       83          127.9              4
     3       85           77.0              4
     3       87          112.5              1
     3       88           59.2              4
     3       90           81.4              5
     3       91          130.7              6
     3       92            2.2              3
     3       93           10.0              3
     3       94          121.4              3
     3       96           94.1              4
     3       97           72.1              4
     3       98           98.2              2
     3       99            8.9              1
     3      100          109.0              6
     4        3           43.0              1
     4        4          134.8              3
     4        5          110.1              2
     4        7           80.2              6
     4        8           87.2              4
     4       11           97.4              4
     4       12           67.4              5
     4       14          113.5              5
     4       15          115.3              5
     4       17          112.9              4
     4       18           39.8              2
     4       19           61.1              3
     4       20           69.0              1
     4       21          124.0              3
     4       23           88.1              3
     4       24           66.8              5
     4       26           38.5              3
     4       27           97.2              3
     4       28          138.1              6
     4       30           97.5              2
     4       31           35.9              3
     4       33           83.4              5
     4       37          103.3              5
     4       38            3.5              2
     4       39           61.6              3
     4       40            3.5              1
     4       42           94.2              3
     4       43           80.6              3
     4       44          130.1              4
     4       45           47.7              3
     4       46           85.9              4
     4       47          109.2              2
     4       48          111.1              3
     4       50          103.2              3
     4       51           92.9              3
     4       52            2.2              2
     4       53            7.9              2
     4       54          135.5              2
     4       55          127.4              1
     4       56           19.2              3
     4       58          123.0              5
     4       59           77.3              2
     4       62           48.5              3
     4       63           17.0              5
     4       65          119.7              2
     4       66          108.0              4
     4       67           81.8              5
     4       68           86.6              5
     4       72          110.0              3
     4       73           85.5              5
     4       75          142.6              4
     4       76           19.6              3
     4       77          133.0              2
     4       78           61.3              2
     4       79           12.9              3
     4       80          129.5              2
     4       81           33.6              5
     4       83          124.3              2
     4       85           12.1              2
     4       87          101.3              4
     4       89           84.6              2
     4       90           45.6              2
     4       92          130.6              3
     4       93           45.7              3
     4       95           77.1              3
     4       96           56.2              3
     4       98           91.9              5
     4       99           47.9              4
     5        1           47.1              4
     5        3           61.7              1
     5        4          100.2              1
     5        6          118.1              3
     5        7           72.9              4
     5        8            0.8              6
     5        9           90.7              6
     5       10           42.8              2
     5       12           63.9              4
     5       13          112.9              3
     5       14           87.1              4
     5       17           63.5              2
     5       19           78.1              2
     5       20           75.9              3
     5       24           79.3              3
     5       26           36.4              1
     5       28          111.8              4
     5       30          132.7              2
     5       31          131.4              3
     5       32           32.3              2
     5       33           48.0              3
     5       34           46.8              4
     5       35            4.6              4
     5       37           68.0              5
     5       38          121.2              2
     5       40          127.2              4
     5       43           63.6              3
     5       45           57.3              4
     5       46           52.3              4
     5       47           74.9              5
