
Code  5
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           79.3              2
     1        3           30.6              4
     1        5           64.9              6
     1        7           59.1              2
     1        8           77.4              2
     1        9           30.5              4
     1       10          142.6              1
     1       11           20.3              1
     1       12          117.1              5
     1       16           67.1              4
     1       18           21.9              6
     1       19          125.5              4
     1       21           35.7              3
     1       24           34.3              3
     1       25           59.4              2
     1       26          110.7              2
     1       27           55.4              3
     1       28          118.2              3
     1       29          136.5              4
     1       30           17.6              6
     1       31          141.6              6
     1       33          115.8              6
     1       35           45.3              5
     1       37           42.5              5
     1       38           90.0              1
     1       39          101.9              5
     1       40           26.3              3
     1       41           60.8              2
     1       43            8.6              6
     1       44           78.9              5
     1       45           76.3              5
     1       47          104.5              5
     1       49          129.0              6
     1       50          104.2              4
     1       51          134.7              6
     1       54           45.2              1
     1       58           81.2              4
     1       59          114.1              3
     1       60            9.1              5
     1       61          117.6              5
     1       63          137.2              5
     1       64           24.7              5
     1       65           72.4              1
     1       67           56.5              5
     1       68           45.6              2
     1       69          116.2              1
     1       70           61.2              4
     1       71           41.7              6
     1       72           38.3              5
     1       74           69.1              2
     1       75           70.7              6
     1       77           54.4              1
     1       78          138.4              3
     1       82          136.1              3
     1       83           29.4              5
     1       84           96.8              2
     1       86          134.0              3
     1       87          102.1              2
     1       88          134.3              6
     1       89           49.6              5
     1       90           67.2              1
     1       91           20.9              5
     1       92          109.3              3
     1       94           34.2              6
     1       97           76.5              3
     1       98          142.9              5
     1       99            5.9              4
     2        1           41.4              3
     2        2           59.1              2
     2        3           95.8              3
     2        4           71.8              3
     2        5           33.6              3
     2        6           67.7              6
     2        7           44.0              1
     2        8            2.5              1
     2        9          111.6              4
     2       11          108.6              2
     2       12           46.8              1
     2       13          107.1              6
     2       16           16.3              5
     2       18           31.5              5
     2       19           17.0              2
     2       20           74.9              2
     2       21          126.2              3
     2       22           20.8              3
     2       23            6.1              3
     2       24           99.1              5
     2       26          123.0              2
     2       27           76.5              5
     2       28           27.9              3
     2       29           74.6              5
     2       31           15.5              2
     2       32           79.9              5
     2       33          137.9              5
     2       34           24.5              5
     2       35           57.6              5
     2       36           51.1              5
     2       37           86.8              3
     2       38          139.7              6
     2       40           13.5              4
     2       41           33.6              2
     2       42           39.7              1
     2       44           19.2              4
     2       45           70.6              6
     2       47          115.0              4
     2       48           22.8              6
     2       49           18.3              2
     2       50          134.3              2
     2       51           61.9              1
     2       52            5.4              3
     2       53            5.4              2
     2       55           17.2              6
     2       56          119.5              4
     2       57           28.8              4
     2       58           12.3              6
     2       59          109.1              2
     2       61          117.0              2
     2       62           19.8              6
     2       63           68.7              4
     2       64            2.0              4
     2       65           45.8              6
     2       66           23.6              6
     2       67           86.4              5
     2       68           17.3              5
     2       69           12.8              3
     2       72           18.0              1
     2       73           77.6              6
     2       74           41.7              2
     2       75           99.7              6
     2       76          111.4              5
     2       77           24.9              4
     2       78          109.3              5
     2       79           14.9              2
     2       81           65.7              2
     2       82            4.0              5
     2       84          138.7              1
     2       86           39.3              1
     2       87           68.1              2
     2       90          122.2              3
     2       91           56.3              2
     2       92          126.8              6
     2       94           21.6              5
     2       97          141.5              3
     2       99           37.5              1
     2      100           88.2              5
     3        2          142.7              3
     3        3           61.8              4
     3        6          137.5              5
     3        8          138.2              2
     3        9            1.4              2
     3       10           83.3              5
     3       11           41.2              3
     3       13           39.3              5
     3       15          115.6              1
     3       16          112.2              4
     3       17          142.3              5
     3       18           65.1              4
     3       20           42.0              2
     3       21          126.3              4
     3       22           63.0              3
     3       24           48.9              4
     3       25           28.3              5
     3       26          124.8              2
     3       27           24.3              5
     3       28          106.5              6
     3       30           92.0              4
     3       33           64.0              2
     3       34          109.3              4
     3       35          130.8              5
     3       40          142.6              2
     3       42           59.6              2
     3       44           80.9              5
     3       45           97.7              5
     3       46           69.6              5
     3       48           19.6              6
     3       49           29.2              4
     3       56           92.7              2
     3       58           91.6              4
     3       59          104.0              5
     3       60           75.8              1
     3       61          118.3              5
     3       62          104.7              2
     3       63            6.7              4
     3       64           61.5              5
     3       65           65.5              4
     3       66          121.6              4
     3       68          140.2              3
     3       69           85.6              2
     3       72           74.0              4
     3       73          142.9              6
     3       74          115.6              6
     3       75           56.6              4
     3       76           23.7              5
     3       79           91.5              3
     3       80           86.1              4
     3       81           13.6              2
     3       82           36.5              3
     3       84          130.3              2
     3       85            2.3              5
     3       86            1.3              6
     3       87           28.1              4
     3       88          102.1              4
     3       89            5.9              3
     3       90           24.7              3
     3       91          116.7              4
     3       92          137.3              2
     3       93           30.8              1
     3       96          135.3              1
     3       99            3.0              3
     3      100          103.8              2
     4        1          116.8              4
     4        5            5.3              3
     4        6           24.0              4
     4        7           66.1              6
     4        8            7.1              6
     4        9          123.6              5
     4       10           94.9              4
     4       11           99.9              5
     4       12          103.3              1
     4       13           96.2              6
     4       14           19.7              2
     4       18           55.3              3
     4       19          124.7              3
     4       20          126.9              3
     4       22          103.4              4
     4       23           30.9              2
     4       24          115.2              2
     4       26           22.5              6
     4       28           31.2              3
     4       29           83.8              4
     4       30            3.7              3
     4       31           72.6              5
     4       34           45.6              4
     4       35           83.2              2
     4       36           93.5              1
     4       37           40.1              4
     4       38           95.6              3
     4       39          142.7              4
     4       42          139.9              5
     4       43            5.9              5
     4       44            6.4              2
     4       45           62.7              3
     4       46           47.9              2
     4       47          105.3              5
     4       50            1.8              2
     4       51           10.0              1
     4       54          119.4              5
