
Code  4
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           69.2              5
     1        2           98.8              1
     1        3            7.3              4
     1        5          102.4              6
     1       11           48.5              1
     1       15           80.5              4
     1       16           21.7              1
     1       17           32.8              4
     1       18           10.6              4
     1       19           72.0              2
     1       20           83.6              3
     1       21            9.9              2
     1       22           74.5              2
     1       23           15.2              3
     1       24          101.5              1
     1       27           65.3              5
     1       28            5.8              3
     1       30          125.8              3
     1       31          114.2              5
     1       32           96.7              4
     1       34           56.6              1
     1       35           23.4              1
     1       36           33.6              2
     1       37            1.9              4
     1       38           30.3              5
     1       39           86.0              6
     1       41           92.4              5
     1       43          109.6              1
     1       44            1.5              2
     1       47           43.4              6
     1       48          107.7              5
     1       49          116.0              2
     1       52           85.1              2
     1       54           43.9              5
     1       55          106.8              3
     1       56          114.4              4
     1       57          137.1              5
     1       58           94.6              6
     1       59           68.0              6
     1       62           63.3              4
     1       63           35.5              5
     1       64            6.8              3
     1       65           84.3              2
     1       66           46.9              6
     1       69           91.7              3
     1       70           88.7              3
     1       71           37.8              2
     1       72           23.0              4
     1       73           44.5              3
     1       74           27.1              4
     1       75          100.5              5
     1       76           98.2              3
     1       79           69.9              3
     1       80           29.4              1
     1       81          133.8              4
     1       82          132.7              4
     1       83          120.3              3
     1       84          116.5              4
     1       85           29.7              6
     1       86          125.5              1
     1       88           50.5              3
     1       90           87.8              4
     1       91           99.3              4
     1       92           69.5              3
     1       93           34.0              4
     1       94           46.9              3
     1       95          116.5              3
     1       97          107.2              5
     1       98            2.3              2
     2        1           69.8              3
     2        2           36.4              3
     2        3            5.8              4
     2        5          132.3              5
     2        6          123.1              3
     2        9           69.1              3
     2       10           28.2              5
     2       11           82.2              6
     2       12          124.8              2
     2       14           55.3              2
     2       15            0.7              3
     2       18           84.6              2
     2       19           36.2              2
     2       21          137.1              5
     2       22           10.8              4
     2       23           26.5              3
     2       24           83.5              2
     2       25          142.2              2
     2       27          108.0              5
     2       28           79.4              5
     2       29           96.4              2
     2       32          100.7              1
     2       33          130.1              3
     2       34           72.7              3
     2       35            7.0              4
     2       36           61.2              2
     2       37           15.3              1
     2       38           79.5              3
     2       39          135.3              6
     2       41           25.9              3
     2       43           91.5              2
     2       44           61.8              1
     2       45           41.7              3
     2       46          103.0              4
