
Code  6
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        2           95.1              4
     1        3           60.7              4
     1        4           62.7              1
     1        5           22.0              3
     1        6           88.8              5
     1        7           78.1              4
     1        8           35.7              3
     1        9           21.3              2
     1       11           70.8              3
     1       12           50.3              2
     1       14          123.7              4
     1       17           41.1              4
     1       18           13.3              4
     1       19           52.9              3
     1       21            8.1              2
     1       23          110.1              3
     1       25            5.3              2
     1       26          116.4              4
     1       29           87.0              3
     1       30           58.2              4
     1       31           62.7              5
     1       33           87.9              2
     1       35           17.5              3
     1       36          123.4              4
     1       39           34.6              1
     1       42           15.0              2
     1       43          125.7              3
     1       46          139.7              3
     1       47          122.7              2
     1       49           37.3              2
     1       50           29.6              5
     1       54          123.3              1
     1       55           40.7              4
     1       57          100.4              3
     1       58          124.6              6
     1       59           39.9              3
     1       60           87.1              4
     1       61          121.8              2
     1       63           87.4              3
     1       64            9.0              4
     1       66           42.5              2
     1       67           60.6              5
     1       68            4.1              5
     1       70           69.0              4
     1       71           75.7              3
     1       73          129.1              5
     1       74           98.7              6
     1       75           16.9              4
     1       79           40.9              1
     1       80           82.9              3
     1       81          141.6              5
     1       82           40.1              4
     1       83           42.6              5
     1       85          115.1              3
     1       87           64.3              4
     1       88            8.5              2
     1       90           74.9              5
     1       91          112.4              5
     1       93           93.5              2
     1       95           98.3              1
     1       96          130.1              2
     1       97           68.0              2
     1       98           44.5              5
     1       99          107.2              4
     1      100           98.1              6
     2        1           71.9              5
     2        3          110.4              3
     2        5          120.4              6
     2        6           76.1              3
     2        7           87.2              5
     2        9          105.8              2
     2       10           44.3              2
     2       11           38.9              3
     2       12           37.7              6
     2       14            5.2              6
     2       15           11.7              5
     2       19           47.0              5
     2       20          118.3              4
     2       21          142.5              5
     2       22           12.0              6
     2       23           78.3              4
     2       24            4.3              4
     2       27          100.1              3
     2       29           22.8              6
     2       30           76.2              1
     2       31           86.0              1
     2       33          130.8              5
     2       34          129.5              2
     2       36           68.1              2
     2       37           44.9              5
     2       40            9.0              1
     2       42          120.9              4
     2       43           57.9              4
     2       44           64.3              5
     2       45           60.4              1
     2       46           16.1              1
     2       48           91.8              5
     2       49          100.2              2
     2       50           44.2              4
     2       52           52.8              3
     2       53           10.2              6
     2       54          109.0              3
     2       55           82.7              1
     2       56           46.5              4
     2       58           33.2              3
     2       59           65.1              6
     2       60          135.5              2
     2       61           73.7              5
     2       63          138.1              2
     2       64          130.5              2
     2       65          126.2              3
     2       66           58.6              6
     2       67           31.1              4
     2       69           40.1              3
     2       71           92.1              1
     2       72          116.3              2
     2       73           41.5              4
     2       74           34.0              2
     2       75          115.2              3
     2       77          141.9              5
     2       78          141.5              4
     2       79          104.1              5
     2       80          141.4              3
     2       81          122.5              5
     2       82           42.9              2
     2       85           61.6              3
     2       88          105.9              3
     2       89           39.4              2
     2       90           46.7              4
     2       91           12.3              4
     2       93          109.6              6
     2       94           43.6              3
     2       97          109.4              5
     2       98          106.8              4
     2       99           17.7              3
     3        1           15.8              2
     3        4           16.3              4
     3        5           46.0              4
     3        6           92.7              2
     3        7          131.5              4
     3       10           91.0              1
     3       11          109.7              4
     3       12          102.6              2
     3       13           56.6              5
     3       15           82.6              3
     3       16           77.8              4
     3       17          142.2              2
     3       18           97.8              4
     3       19          110.3              3
     3       20           72.3              1
     3       21           24.5              5
     3       23           21.4              5
     3       24           77.8              5
     3       25           93.5              4
     3       26           73.4              5
     3       27          137.2              3
     3       28          122.0              4
     3       29            5.0              2
