
Code  8
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1          109.4              3
     1        3          120.9              5
     1        4           32.1              2
     1        5           84.6              6
     1        6           74.7              4
     1        7           40.9              5
     1        9           22.1              3
     1       10          101.7              5
     1       11          128.8              5
     1       13           24.4              3
     1       14           93.8              3
     1       15          141.1              2
     1       16           95.5              4
     1       18          112.1              4
     1       19           72.0              5
     1       20          139.5              3
     1       21           68.4              6
     1       23           88.3              4
     1       24           83.9              6
     1       25           87.6              5
     1       27           84.3              6
     1       28           82.7              3
     1       30          125.6              2
     1       32           68.2              5
     1       33          119.8              1
     1       34            8.1              3
     1       36            5.1              1
     1       37           53.2              6
     1       39          112.5              4
     1       41            6.9              6
     1       42           88.4              5
     1       43           32.2              2
     1       46           23.2              5
     1       47          108.4              5
     1       48           18.5              1
     1       49          138.8              1
     1       50           19.4              4
     1       51            6.8              6
     1       52           32.6              4
     1       53            8.4              4
     1       54          132.3              2
     1       55          139.0              5
     1       56           31.0              6
     1       58           89.8              1
     1       59          133.3              5
     1       60           83.0              4
     1       62          138.7              5
     1       64          104.8              6
     1       65           65.7              1
     1       66           41.7              3
     1       67           52.7              4
     1       69           64.4              3
     1       70          136.1              5
     1       71           15.5              3
     1       72           60.9              2
     1       73           18.1              2
     1       74           69.9              4
     1       75          140.0              5
     1       76            7.1              5
     1       77            8.4              5
     1       79           96.7              5
     1       80           19.3              1
     1       81           69.3              6
     1       82          137.2              5
     1       83           78.4              4
     1       85           33.4              2
     1       88           20.9              2
     1       89          123.1              2
     1       90          116.2              5
     1       91           29.4              1
     1       96           18.0              5
     1       97           60.9              5
     1       98           63.5              2
     1      100          136.1              2
     2        1           79.3              5
     2        2          108.4              5
     2        4           41.3              4
     2        5           56.0              3
     2        6          131.1              3
     2        8           99.0              5
     2        9           28.4              4
     2       10          139.5              4
     2       11           54.6              2
     2       12           15.2              5
     2       13          102.5              6
     2       14          128.7              5
     2       15           40.2              3
     2       16           19.8              2
     2       17           31.1              1
     2       18           55.9              2
     2       20           65.6              3
     2       21           58.8              5
     2       24          100.1              3
     2       25           48.6              2
     2       26           57.0              5
     2       27           34.3              6
     2       28           71.0              2
     2       30           37.5              5
     2       31          100.5              3
     2       32           49.1              2
     2       35           94.8              5
     2       37          106.8              4
     2       38           51.3              6
     2       40           62.5              1
     2       41          104.4              1
     2       42          122.4              4
     2       43           25.9              1
     2       44           37.4              5
     2       45           84.6              4
     2       47           23.1              3
     2       48           81.6              6
     2       50           64.5              2
     2       52           16.3              2
