
Code  17
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           57.0              1
     1        2           93.2              5
     1        3           83.4              5
     1        4           23.7              4
     1        5          128.9              4
     1        6           25.8              4
     1        7          100.0              5
     1       10          105.4              1
     1       11          103.8              5
     1       12          127.9              4
     1       13          107.2              2
     1       15           10.5              2
     1       16           50.8              5
     1       17            1.7              4
     1       18          101.5              2
     1       19           40.3              2
     1       21           95.4              2
     1       22           29.8              5
     1       24            9.2              4
     1       25            4.4              3
     1       29           48.0              3
     1       30           39.9              2
     1       32           38.8              5
     1       35           99.8              3
     1       37          124.6              4
     1       38          125.9              1
     1       41          125.5              1
     1       45            1.7              5
     1       49           42.7              4
     1       50           77.7              5
     1       51          112.6              3
     1       52           92.4              6
     1       53           48.3              1
     1       54           28.7              2
     1       55          136.5              3
     1       56           38.0              2
     1       58           54.5              2
     1       59           76.5              3
     1       60           89.9              3
     1       61           40.5              2
     1       62           45.0              3
     1       63           66.4              4
     1       64           54.1              4
     1       65          122.5              5
     1       66           38.9              5
     1       67            9.9              3
     1       68            8.5              3
     1       70            3.7              5
     1       71           79.9              6
     1       72          108.6              4
     1       73           59.4              4
     1       75           33.2              3
     1       76           90.4              3
     1       77           44.7              6
     1       79           38.9              2
     1       80           10.9              3
     1       81           67.0              5
     1       83          128.0              3
     1       84           73.0              5
     1       87           18.1              1
     1       88           81.9              4
     1       89            7.0              1
     1       90          134.6              2
     1       91           30.7              2
     1       92          123.9              4
     1       93           45.6              5
     1       94           13.2              4
     1       95           39.5              6
     1       96           49.4              4
     1       98            2.1              1
     1       99          106.6              3
     1      100           25.6              4
     2        1          105.9              2
     2        2          106.3              2
     2        3           11.7              5
     2        4           88.7              4
     2        5           72.2              2
     2        6           28.2              3
     2       12           34.6              4
     2       13          137.7              5
     2       15           56.2              4
     2       16          109.3              3
     2       17           73.0              2
     2       18            4.2              1
     2       20           85.3              2
     2       21           76.1              4
     2       25           71.4              5
     2       27           36.8              4
     2       28           59.6              5
     2       29            0.3              5
     2       31          122.3              2
     2       32          111.6              1
     2       33           98.1              5
     2       34           63.8              5
     2       35           82.5              2
     2       38           61.7              1
     2       41           77.0              4
     2       44           22.1              2
     2       46          132.4              2
     2       47           57.6              4
     2       49           18.0              6
     2       51           34.7              4
     2       52           30.9              2
     2       53           13.5              2
     2       56          121.2              1
     2       57           39.4              2
     2       58           79.1              2
     2       61          128.9              5
     2       62           61.8              1
     2       63           23.4              6
     2       64           56.2              2
     2       65           37.8              5
     2       67           35.3              5
     2       68           72.7              2
     2       70          111.0              3
     2       71           36.9              4
     2       72            0.0              6
     2       73           31.0              1
     2       74           91.6              1
     2       76           38.9              1
     2       78          124.8              4
     2       80           46.7              6
     2       81          131.4              5
     2       82           19.7              5
     2       83            5.7              4
     2       84          123.5              3
     2       85           83.8              3
     2       86           68.1              4
     2       87           22.0              4
     2       88          128.6              6
     2       90          106.5              5
     2       92           22.6              1
     2       94           80.3              3
     2       95          133.7              1
     2       96           37.2              4
     2       97           40.5              2
     2       98           37.4              3
     2       99          123.6              3
     2      100           22.2              4
     3        1          138.9              3
     3        2          133.3              4
     3        5          101.1              4
     3        6           45.6              3
     3        7           89.2              2
     3       11           68.8              6
     3       12           69.1              2
     3       13           52.6              3
     3       14           62.9              3
     3       15           44.4              3
     3       16           69.9              4
     3       18          132.2              4
     3       19           22.9              5
     3       20           43.9              2
     3       21          116.7              2
     3       22           40.0              6
     3       23          105.6              6
     3       25          113.9              1
     3       26           56.6              6
     3       30            3.2              5
     3       31          107.3              4
     3       34          119.4              2
     3       36          118.6              3
     3       37           81.0              5
     3       38           43.9              2
     3       39           21.8              5
     3       40           84.8              1
     3       42          117.8              3
     3       43           21.8              6
     3       46           52.4              3
     3       47          138.1              3
     3       48          120.3              3
     3       52          127.7              4
     3       53           82.2              2
     3       54          120.5              2
     3       57           46.1              2
     3       58            7.1              1
     3       59          138.4              5
     3       60          128.0              4
     3       61           76.3              3
     3       62           62.9              4
     3       63           78.6              5
     3       64           57.1              4
     3       66          102.4              2
     3       67           16.3              4
     3       68           49.0              1
     3       69           99.9              4
     3       70           94.6              5
     3       71           55.9              3
     3       72           50.4              5
     3       74           16.6              5
     3       75            8.2              3
     3       76           29.5              3
     3       77           68.1              5
     3       79          103.7              4
     3       81          129.1              5
     3       82           50.1              3
     3       84           35.3              3
     3       87           98.5              6
     3       88          138.6              6
     3       89           54.1              1
     3       90            7.6              5
     3       91          107.7              4
     3       92           95.9              2
     3       93          110.4              5
     3       99           92.4              3
     4        1          140.9              5
     4        4           51.0              2
     4        5           65.3              4
     4        6           20.7              2
     4        7           74.2              1
     4        9           62.5              4
     4       10           81.3              2
     4       11          100.3              6
     4       12           29.8              6
     4       13          139.4              4
     4       14           84.2              3
     4       15          106.8              4
     4       16           74.9              3
