
Code  13
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           16.7              3
     1        2           39.9              5
     1        3          137.0              2
     1        4           12.1              4
     1        5           57.9              5
     1        6          138.3              2
     1        7           29.1              3
     1        8           47.5              2
     1        9          110.7              5
     1       11           82.4              2
     1       12           60.2              4
     1       13           14.2              3
     1       14           24.7              5
     1       15           64.1              1
     1       17           29.8              6
     1       20           76.4              3
     1       22           27.0              5
     1       24            1.4              2
     1       25            7.1              3
     1       26           66.4              2
     1       27           11.2              3
     1       28           65.2              4
     1       29           21.9              2
     1       30           24.3              4
     1       31          109.2              1
     1       32            6.2              4
     1       33          112.9              6
     1       36           12.8              3
     1       37          104.3              4
     1       38           42.7              5
     1       39            4.0              5
     1       40            9.1              6
     1       41           53.9              3
     1       42           75.9              4
     1       43          113.7              1
     1       44          107.4              6
     1       46          126.1              4
     1       47          100.5              3
     1       48           45.6              5
     1       49           61.7              3
     1       50           15.7              3
     1       51           41.4              5
     1       52           15.3              2
     1       53           18.6              3
     1       55           92.7              3
     1       56           24.5              6
     1       57          120.4              5
     1       59          112.1              2
     1       60           90.0              1
     1       61           77.9              3
     1       62           44.2              2
     1       63           96.0              1
     1       65          134.9              3
     1       66          118.6              1
     1       67          118.5              5
     1       68          100.9              3
     1       69           11.0              2
     1       70           31.6              5
     1       71          105.2              1
     1       72          122.9              1
     1       74          112.1              4
     1       78           97.1              5
     1       79           33.5              3
     1       82          138.3              2
     1       83          102.3              2
     1       84           34.9              4
     1       88          141.7              5
     1       90          133.1              2
     1       91           79.9              3
     1       93           53.7              3
     1       94          139.4              5
     1       96           57.3              5
     1       97           83.0              2
     1       98           72.3              5
     1      100          120.7              2
     2        1            7.5              5
     2        5           49.3              4
     2        6          138.2              5
     2        7           33.9              6
     2       10          133.2              6
     2       11           78.7              3
     2       12          117.4              5
     2       14           35.7              5
     2       15            6.6              3
     2       17            9.6              3
     2       18           29.4              4
     2       19           71.8              3
     2       21          120.2              4
     2       22           22.3              3
     2       23           80.7              2
     2       25          101.1              6
     2       26           26.7              3
     2       27           26.0              4
     2       28           87.3              2
     2       30           56.1              3
     2       31          100.6              3
     2       32           43.7              3
     2       33           64.0              1
     2       34           11.1              1
     2       35           84.0              3
     2       37          109.3              2
     2       38          139.8              6
     2       39           87.8              1
     2       40           36.8              1
     2       41          135.8              4
     2       42           11.6              1
     2       43           68.0              4
     2       44           61.6              5
     2       45           52.0              2
     2       47          105.9              1
     2       48           17.7              2
     2       50          101.5              4
     2       51           82.8              1
     2       52           88.1              2
     2       53           87.7              4
     2       55          130.2              5
     2       57           24.4              3
     2       58           18.8              5
     2       59           14.3              6
     2       60          106.9              5
     2       61          135.5              3
     2       62           52.5              1
     2       63           87.6              5
     2       65           30.5              2
     2       66           79.4              4
     2       67          101.0              5
     2       68           62.9              4
     2       69           50.2              2
     2       70           73.1              2
     2       71          122.3              3
     2       72           58.4              4
     2       73           71.8              4
     2       74           12.5              3
     2       75           51.6              1
     2       76          105.2              1
     2       78           32.3              3
     2       79           73.8              4
     2       80           61.3              3
     2       81          118.7              3
     2       82          133.8              5
     2       84           10.5              2
     2       85           45.2              4
     2       88           50.4              2
     2       89           35.4              3
     2       91           42.1              4
     2       92          105.1              2
     2       94           84.5              4
     2       95           13.1              4
     2       96           23.1              5
     2       97           31.6              5
     2       98            6.1              2
     2       99          116.4              4
     2      100           44.0              3
     3        1          139.7              1
     3        3           18.8              2
     3        4           65.0              2
     3        5          142.4              5
     3        6           12.4              5
     3        8          114.3              4
     3       10           56.2              6
     3       11          116.9              3
     3       13           89.7              5
     3       14          125.7              3
     3       16          125.2              2
     3       20           65.2              4
     3       21            6.1              2
     3       22           69.3              4
     3       23            3.3              4
     3       25           39.1              5
     3       29          138.3              2
     3       30           63.8              3
     3       31           80.7              4
     3       33          127.8              4
     3       35          129.6              1
     3       38           21.4              1
     3       39           29.7              4
     3       40            1.2              4
