
Code  16
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           46.9              4
     1        2          115.6              4
     1        3          132.6              3
     1        4           56.5              3
     1        6           18.2              5
     1        7           34.9              1
     1        9            0.3              5
     1       10          136.7              4
     1       11           74.8              2
     1       13            7.8              1
     1       14          117.1              6
     1       17          123.0              5
     1       18           37.2              2
     1       20          110.5              2
     1       23           56.4              6
     1       24          132.3              2
     1       25          134.3              1
     1       26           96.9              6
     1       27           93.1              4
     1       28            5.9              2
     1       29           78.7              3
     1       31           66.2              5
     1       32          142.4              1
     1       33           25.9              4
     1       34          119.3              3
     1       36           31.1              3
     1       40           45.6              1
     1       41           59.6              4
     1       43            2.3              5
     1       45          137.5              1
     1       46          115.7              3
     1       48          140.5              5
     1       49           53.6              4
     1       51          122.8              4
     1       53            5.3              6
     1       54           45.7              5
     1       55            9.1              4
     1       57          117.4              3
     1       59          104.8              3
     1       60           21.6              3
     1       63          111.7              2
     1       65           27.2              4
     1       66           46.1              4
     1       67            7.9              2
     1       69           82.2              3
     1       70           91.7              4
     1       72           39.7              5
     1       73          124.5              5
     1       74           27.4              2
     1       78           24.8              5
     1       79           64.7              3
     1       81           57.6              3
     1       82            7.8              4
     1       83            9.5              2
     1       85          135.3              3
     1       86          105.0              2
     1       87          129.3              4
     1       88           82.9              2
     1       89           39.6              3
     1       90           24.5              3
     1       91           30.8              3
     1       92          109.7              3
     1       93           55.7              6
     1       94          128.3              5
     1       95           38.3              5
     1       99           22.5              5
     1      100           87.5              6
     2        1           84.9              3
     2        2           22.2              4
     2        3           13.0              6
     2        4           21.8              3
     2        5           92.5              5
     2        8           78.9              3
     2        9            2.6              4
     2       11            2.8              5
     2       12           62.6              5
     2       13           19.9              3
     2       14           95.0              3
     2       15           51.5              4
     2       18           60.3              5
     2       19          100.2              4
     2       20           32.9              5
     2       23           96.9              2
     2       24           17.0              2
     2       25            2.3              6
     2       26           36.0              4
     2       27           48.2              1
     2       31           47.5              5
     2       32          125.7              3
     2       33           98.2              3
     2       34          105.5              3
     2       35           75.1              4
     2       36           32.8              2
     2       37            2.2              6
     2       39          127.9              1
     2       40          131.2              4
     2       41          114.5              4
     2       42           86.6              4
     2       43           59.8              3
     2       46           83.2              3
     2       50           88.0              6
     2       51          136.5              5
     2       53           46.9              4
     2       54           64.5              5
     2       55           38.5              1
     2       56          100.2              2
     2       57          126.8              4
     2       58           66.5              5
     2       59           45.9              4
     2       60          104.2              4
     2       61           39.5              2
     2       62          119.1              4
     2       63          130.0              3
     2       64          101.3              5
     2       67          125.8              4
     2       68           38.5              2
     2       69           61.5              5
     2       71          142.0              5
     2       72          138.3              3
     2       73          116.8              3
     2       74           49.0              6
     2       77          118.2              2
     2       78           80.0              4
     2       79            7.8              2
     2       81          106.2              6
     2       82          118.6              5
     2       83           96.6              6
     2       85          134.1              3
     2       86           63.8              6
     2       87          125.6              2
     2       89           90.5              2
     2       92           32.3              6
     2       93           89.2              1
     2       94           22.9              4
     2       95            8.3              2
     2       96           86.5              4
     2       97           82.8              3
     2       99          100.8              2
     3        1           47.5              2
     3        2           30.5              3
     3        3           70.9              3
     3        4           52.4              5
     3        7          134.9              3
     3        8           97.7              1
     3        9           71.5              3
     3       10           13.2              2
     3       11           34.1              5
     3       12          117.2              5
     3       13           75.4              5
     3       14          119.4              5
     3       15           67.1              5
     3       16           22.8              4
     3       19          139.8              3
     3       20          134.3              4
     3       21           35.3              2
     3       23          109.7              5
     3       24           70.4              5
     3       25           63.9              6
     3       27          137.1              5
     3       31           33.5              2
     3       33           17.9              3
     3       34            7.1              2
     3       35           39.3              2
     3       37           81.3              5
     3       39           15.2              2
     3       40           79.6              6
     3       42           35.6              5
     3       45           12.9              5
     3       46          112.6              4
     3       47           48.5              2
     3       48          111.5              6
     3       50           47.1              3
     3       52           12.6              2
     3       54           10.1              4
     3       55          117.0              3
     3       56           15.7              1
     3       58          121.2              1
     3       59          104.3              2
     3       61          141.6              4
     3       63           61.8              5
     3       64           53.0              6
     3       65           77.2              4
     3       66            3.6              2
     3       68           27.0              2
     3       69           90.5              4
     3       70           40.5              3
     3       71          119.6              3
     3       72           51.7              3
     3       73           92.1              5
     3       74           50.6              2
     3       76           50.7              1
     3       78           51.9              3
     3       79           19.6              6
     3       81           22.6              4
     3       82           58.9              2
     3       83           24.7              4
     3       84          103.6              1
     3       85           30.2              6
     3       87           87.9              6
     3       88           70.8              4
     3       89           32.7              5
     3       90           56.2              5
     3       92           66.2              3
     3       93           99.0              2
     3       94            5.1              6
     3       97           35.2              3
     3       99           53.9              3
     3      100           13.1              2
     4        1           50.1              6
     4        2           68.3              3
     4        7           11.2              2
     4        9           93.8              5
     4       10          111.1              6
     4       11           46.7              3
     4       12          116.6              3
     4       13           74.4              1
     4       15           90.5              3
     4       16           39.1              2
     4       17           76.6              3
     4       20           22.6              5
     4       22           80.8              5
     4       24          100.7              1
     4       25           15.2              5
     4       26           91.7              2
     4       27           23.1              2
     4       28          116.4              6
     4       29          108.4              5
     4       30           19.7              2
     4       31           92.5              5
     4       33           43.3              2
     4       34           29.8              4
     4       35           14.5              2
     4       37            5.2              2
     4       38           72.1              5
     4       42           71.5              1
     4       43           94.2              3
     4       44          101.2              2
     4       45           85.9              2
     4       46            9.6              4
     4       47           37.4              3
     4       48          112.7              2
     4       49          136.6              2
     4       50           95.7              5
     4       51           96.8              5
     4       52          113.0              6
     4       53            9.2              6
     4       54          133.0              4
     4       55            5.2              5
     4       56           91.8              4
     4       58           64.2              1
     4       59           45.7              1
     4       61          132.5              2
     4       62          134.3              4
     4       63          106.0              3
     4       64           76.4              4
     4       65          106.1              6
     4       66          102.5              3
     4       68          127.4              1
     4       70           92.4              2
     4       71            2.5              4
