
Code  19
Dimension   Fixed Cost    Capacity  
   100            100         10   
Facility  Client  Transportation Cost   Demand
     1        1           77.1              5
     1        3           22.9              3
     1        5          113.6              5
     1        7           21.3              3
     1        8           41.0              3
     1        9           63.9              6
     1       10           47.6              6
     1       11           35.5              3
     1       12           23.3              6
     1       14           92.0              5
     1       15          105.2              3
     1       16           26.8              6
     1       17          125.2              4
     1       18           60.3              6
     1       19          121.1              5
     1       20            0.7              3
     1       21           53.8              4
     1       22           64.0              3
     1       23           72.7              5
     1       28            6.8              2
     1       29          129.6              3
     1       30           24.4              5
     1       31           11.6              5
     1       32            8.6              4
     1       33          143.0              4
     1       34           41.2              3
     1       35            2.7              5
     1       36           78.0              5
     1       37           64.6              5
     1       39          124.0              1
     1       40          109.0              6
     1       41          141.9              5
     1       43           30.4              1
     1       44           59.4              5
     1       46           84.8              6
     1       47           42.3              2
     1       49           53.1              3
     1       51          115.0              3
     1       52          114.4              3
     1       53           33.1              2
     1       54          116.2              5
     1       56            0.7              5
     1       57          134.4              2
     1       60          131.5              3
     1       61           49.2              5
     1       62           83.2              3
     1       63           39.9              4
     1       64           74.7              5
     1       67            7.8              4
     1       69          133.6              2
     1       70          128.1              2
     1       71           86.4              5
     1       72           74.3              2
     1       73           67.6              6
     1       74          125.4              2
     1       76          109.6              4
     1       77           85.6              4
     1       78           90.4              4
     1       80           81.9              3
     1       81           34.2              3
     1       83            5.2              5
     1       85           63.9              3
     1       87          102.4              3
     1       89          138.4              5
     1       91           97.9              5
     1       92           20.2              3
     1       93           77.7              3
     1       94           87.3              4
     1       95           18.1              5
     1       97            7.4              4
     1       98           59.9              2
     1       99           91.9              4
     1      100           48.6              2
     2        1           17.5              5
     2        2            4.4              1
     2        3          120.2              1
     2        4          135.7              4
     2        6          116.2              4
     2        8           45.5              4
     2        9          127.8              3
     2       12          126.9              2
     2       13           24.7              5
     2       14            3.1              4
     2       15           34.6              6
     2       17           67.5              2
     2       18           41.8              3
     2       19            6.7              4
     2       20           69.4              6
     2       22           16.9              2
     2       23           14.9              4
     2       24            1.6              6
     2       25           62.6              4
     2       26           20.5              2
     2       28          123.7              3
     2       29            1.0              6
     2       30          125.7              5
     2       31          100.1              4
     2       32           15.6              3
     2       33           88.6              5
     2       34          115.6              1
     2       35           35.7              4
     2       36           95.0              4
     2       38            7.4              3
     2       39           66.1              4
     2       40          111.6              2
     2       41          112.4              6
     2       43           32.7              3
     2       45           39.9              4
     2       46           12.9              5
     2       47           90.8              3
     2       48           26.8              4
     2       49          105.4              2
     2       50          135.6              1
     2       51           59.5              5
     2       52          142.8              6
     2       53           51.5              4
     2       54           15.8              6
     2       55           32.5              6
     2       56          109.1              4
     2       57           94.3              3
     2       58          113.0              5
     2       61          136.7              5
     2       64           26.6              2
     2       65           60.1              5
     2       66           18.7              2
     2       67           24.1              6
     2       70          122.9              5
     2       72          134.3              3
     2       73           90.1              3
     2       75          110.6              2
     2       77           22.1              6
     2       78           61.2              5
     2       80           59.9              5
     2       81           49.1              6
     2       83            0.8              1
     2       85           62.1              3
     2       86           87.2              1
     2       87           73.1              2
     2       89           60.4              6
     2       91           38.0              6
     2       92           64.6              2
     2       93           66.2              3
     2       95           52.9              4
     2       96           98.9              3
     2       97           80.1              1
     2       99           73.5              2
     2      100          128.3              2
     3        1          130.2              2
     3        3           45.0              4
     3        5           19.5              2
     3        7          100.4              2
     3        8           82.4              6
     3        9           84.5              4
     3       10           41.0              1
     3       11          114.2              4
     3       13          127.8              1
     3       14          125.7              2
     3       15           84.5              2
     3       17           97.4              3
     3       19          135.7              4
     3       20           31.7              2
     3       21           90.9              4
     3       22           88.9              3
     3       23          111.8              4
     3       24          140.4              6
